,InputID,day,1_1,1_2,1_3,1_4,1_5,cluster0,2_1,2_2,2_3,2_4,2_5,cluster1,3_1,3_2,3_3,3_4,3_5,cluster2
6,31610028,5,F_x_R,F_S_R,F_S_R,F_S_R,F_S_R,2,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,5,x_x_R,x_S_R,x_S_R,x_S_R,x_S_R,2
8,31610016,5,F_x_x,F_S_R,x_S_R,x_S_R,F_S_R,1,F_S_R,F_x_R,F_x_x,F_S_R,F_S_x,2,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,2
11,31410011,5,x_x_x,x_x_R,x_S_R,F_S_R,F_S_R,4,x_S_R,F_S_R,F_S_R,x_S_R,x_S_R,0,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,2
16,31510074,5,F_S_x,F_S_x,F_S_x,F_S_R,F_S_R,0,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,5,x_x_R,F_x_R,F_x_R,F_x_R,F_x_R,2
17,72,5,F_S_x,F_S_R,F_x_R,F_S_R,F_S_R,2,F_x_R,F_S_R,F_S_R,F_S_R,F_S_R,5,x_x_R,x_x_R,x_x_R,x_S_R,x_S_R,2
21,31710046,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,x_S_x,F_S_x,5,x_x_R,x_S_R,x_x_R,x_S_R,x_S_R,2
23,31610075,5,F_S_R,F_x_R,F_S_R,F_S_R,F_S_R,2,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,5,x_S_R,x_x_R,x_S_R,x_S_R,x_S_R,2
25,31610052,5,F_S_x,F_S_R,F_S_R,F_S_R,F_S_R,2,F_S_R,F_S_R,F_S_R,F_S_x,F_S_x,5,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,2
27,31610035,5,F_x_x,F_x_x,F_S_x,F_S_x,F_S_x,3,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,5,x_x_R,x_x_R,x_x_R,x_x_R,x_x_R,2
33,31710145,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_S_x,F_S_x,F_S_x,F_S_R,F_S_x,4,x_S_R,x_S_R,x_x_R,x_S_R,x_S_R,2
43,31710156,5,x_x_x,x_x_R,x_x_R,x_x_R,F_S_x,4,x_x_R,x_S_R,F_S_x,x_x_x,x_x_x,1,x_x_R,x_x_R,x_x_R,x_x_R,x_x_R,2
44,31710086,5,F_S_x,x_x_R,x_S_R,x_S_R,x_S_R,4,F_S_x,F_S_R,x_S_R,x_S_R,x_S_R,0,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,2
46,31710074,5,x_x_x,x_x_R,x_x_R,x_x_R,x_x_R,4,x_x_R,x_x_R,x_x_R,x_x_R,x_x_x,3,x_x_R,x_S_R,x_S_R,x_S_R,x_S_R,2
7,31710023,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_R,F_S_R,F_S_x,5,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,3
14,3161013,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,4,x_S_x,x_S_x,x_S_x,x_S_x,x_S_R,3
22,31710096,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,x_S_x,F_S_x,x_S_x,F_x_x,4,x_S_x,x_S_x,x_S_x,x_S_x,x_S_x,3
24,31710002,5,F_S_x,F_S_x,F_S_x,F_S_x,x_x_x,0,x_S_x,x_x_x,x_x_x,x_x_x,x_x_x,4,x_x_x,x_x_x,x_x_x,x_S_x,x_S_x,3
38,s31710137,5,x_S_R,F_S_x,F_S_x,F_S_x,F_S_x,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,5,x_x_x,x_S_x,x_S_R,x_S_x,x_x_x,3
40,31510173,5,F_S_x,F_S_x,F_S_x,x_x_x,F_S_x,0,x_S_x,F_x_x,F_S_x,F_S_x,F_S_x,4,x_S_x,x_S_x,x_S_x,x_S_x,x_x_x,3
42,31710165,5,F_S_x,F_x_x,F_S_x,F_S_x,F_x_x,3,F_S_x,F_S_R,x_S_x,F_S_x,F_S_x,2,x_S_x,x_S_x,x_S_R,x_S_x,x_x_x,3
47,31710042,5,F_S_x,F_S_x,F_S_x,F_S_x,x_x_x,0,x_x_x,x_S_x,x_x_x,x_x_x,F_S_x,4,x_S_x,F_x_R,x_x_x,F_x_x,x_x_x,3
19,31710148,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,5,x_S_x,x_x_R,x_x_R,x_x_R,x_x_x,4
34,31710117,5,F_S_x,F_x_x,F_S_x,F_S_x,x_x_x,3,F_x_x,F_S_x,F_S_x,F_S_x,x_S_x,4,x_x_x,x_x_R,x_x_R,x_x_R,x_x_x,4
36,s31710111,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_R,F_S_x,F_S_x,F_S_x,F_S_x,5,x_x_x,x_x_R,x_S_R,x_x_x,x_S_x,4
30,s31710105,5,F_S_x,F_S_x,x_x_x,F_S_x,F_S_x,0,x_S_x,F_S_x,F_S_x,F_S_x,F_S_x,4,F_x_R,x_x_R,x_S_x,x_S_x,x_S_R,5
