,InputID,day,1_1,1_2,1_3,1_4,1_5,cluster0,2_1,2_2,2_3,2_4,2_5,cluster1,3_1,3_2,3_3,3_4,3_5,cluster2
41,31510062,5,F_S_x,F_x_x,F_S_x,F_x_x,F_x_x,1,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_S_x,x_x_R,x_S_R,x_S_R,x_S_R,2
4,31610124,5,x_x_R,F_S_R,F_S_R,F_S_R,F_S_x,7,F_S_x,F_S_x,F_S_x,F_S_x,x_S_x,0,x_x_x,x_x_x,x_x_R,x_x_x,x_x_R,3
15,31710167,5,x_x_x,F_S_R,F_S_R,F_x_R,F_S_R,3,F_x_x,x_x_R,x_x_x,x_x_x,x_x_R,7,x_x_x,x_S_R,x_x_R,x_x_x,x_x_R,3
37,31410123,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,2,F_S_x,F_S_x,F_S_x,F_S_R,F_S_x,0,x_S_x,x_S_x,x_S_R,x_S_R,x_S_R,3
19,31710148,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_S_x,x_x_R,x_x_R,x_x_R,x_x_x,4
34,31710117,5,F_S_x,F_x_x,F_S_x,F_S_x,x_x_x,1,F_x_x,F_S_x,F_S_x,F_S_x,x_S_x,4,x_x_x,x_x_R,x_x_R,x_x_R,x_x_x,4
36,s31710111,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,2,F_S_R,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_x_R,x_S_R,x_x_x,x_S_x,4
30,s31710105,5,F_S_x,F_S_x,x_x_x,F_S_x,F_S_x,2,x_S_x,F_S_x,F_S_x,F_S_x,F_S_x,4,F_x_R,x_x_R,x_S_x,x_S_x,x_S_R,5
6,31610028,5,F_x_R,F_S_R,F_S_R,F_S_R,F_S_R,3,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_R,x_S_R,x_S_R,x_S_R,x_S_R,6
8,31610016,5,F_x_x,F_S_R,x_S_R,x_S_R,F_S_R,0,F_S_R,F_x_R,F_x_x,F_S_R,F_S_x,5,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,6
11,31410011,5,x_x_x,x_x_R,x_S_R,F_S_R,F_S_R,4,x_S_R,F_S_R,F_S_R,x_S_R,x_S_R,2,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,6
16,31510074,5,F_S_x,F_S_x,F_S_x,F_S_R,F_S_R,2,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_R,F_x_R,F_x_R,F_x_R,F_x_R,6
17,72,5,F_S_x,F_S_R,F_x_R,F_S_R,F_S_R,3,F_x_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_R,x_x_R,x_x_R,x_S_R,x_S_R,6
21,31710046,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,2,F_S_x,F_S_x,F_S_x,x_S_x,F_S_x,0,x_x_R,x_S_R,x_x_R,x_S_R,x_S_R,6
23,31610075,5,F_S_R,F_x_R,F_S_R,F_S_R,F_S_R,3,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_S_R,x_x_R,x_S_R,x_S_R,x_S_R,6
25,31610052,5,F_S_x,F_S_R,F_S_R,F_S_R,F_S_R,3,F_S_R,F_S_R,F_S_R,F_S_x,F_S_x,0,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,6
27,31610035,5,F_x_x,F_x_x,F_S_x,F_S_x,F_S_x,1,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_R,x_x_R,x_x_R,x_x_R,x_x_R,6
33,31710145,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,2,x_S_x,F_S_x,F_S_x,F_S_R,F_S_x,4,x_S_R,x_S_R,x_x_R,x_S_R,x_S_R,6
43,31710156,5,x_x_x,x_x_R,x_x_R,x_x_R,F_S_x,4,x_x_R,x_S_R,F_S_x,x_x_x,x_x_x,1,x_x_R,x_x_R,x_x_R,x_x_R,x_x_R,6
44,31710086,5,F_S_x,x_x_R,x_S_R,x_S_R,x_S_R,4,F_S_x,F_S_R,x_S_R,x_S_R,x_S_R,2,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,6
46,31710074,5,x_x_x,x_x_R,x_x_R,x_x_R,x_x_R,4,x_x_R,x_x_R,x_x_R,x_x_R,x_x_x,3,x_x_R,x_S_R,x_S_R,x_S_R,x_S_R,6
2,31710061,5,F_x_x,F_S_x,F_S_R,F_S_R,F_S_x,0,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,x_x_x,F_x_R,F_x_R,F_x_x,7
35,3161097,5,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,2,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,4,x_x_x,x_x_x,x_x_x,x_x_R,x_x_x,7
45,31610121,5,F_S_x,F_x_x,F_S_x,F_S_x,F_S_x,1,F_x_x,F_x_x,F_S_x,F_S_x,F_S_x,4,x_S_x,x_S_x,x_S_x,x_S_R,x_S_x,7
