,InputID,day,1_1,1_2,1_3,1_4,1_5,cluster0,2_1,2_2,2_3,2_4,2_5,cluster1,3_1,3_2,3_3,3_4,3_5,cluster2
0,31710071,2,F_S_x,F_S_x,F_S_x,F_S_R,F_S_x,0,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_x,F_x_R,F_x_R,F_x_R,F_x_R,2
1,31710061,2,F_S_x,x_x_x,F_S_x,F_S_R,F_S_x,0,F_S_x,F_S_x,F_x_x,F_S_R,F_S_x,2,x_x_x,x_S_x,x_x_x,x_S_x,x_x_x,2
2,31610012,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,1,x_x_R,x_x_R,x_x_R,x_x_R,x_x_R,0
3,31610158,2,x_x_x,F_S_x,F_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_x,x_S_R,x_S_R,x_x_R,x_S_R,0
4,31610028,2,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,2,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,0
5,31610037,2,x_S_R,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_R,F_S_R,F_S_x,2,F_x_x,F_x_R,F_x_R,F_x_R,F_x_R,2
6,31610016,2,F_S_x,F_S_x,F_S_R,F_S_R,F_S_x,0,F_S_R,F_S_x,F_S_x,F_S_R,F_S_R,0,x_x_R,x_S_R,x_S_R,x_x_x,x_S_R,0
7,31410196,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_R,0,F_S_R,F_S_x,F_S_R,F_S_R,F_S_R,0,x_x_x,x_x_x,F_x_R,F_x_R,F_x_R,2
8,31410011,2,F_S_R,F_S_R,F_S_R,F_S_R,x_S_R,2,F_S_R,F_S_R,F_S_R,F_x_x,F_S_R,0,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,0
9,31610007,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,x_S_x,F_S_x,1,F_x_R,F_x_x,F_x_R,x_x_R,F_x_x,2
10,31410066,2,F_S_x,F_S_x,x_S_x,F_S_x,F_S_x,0,F_S_x,x_x_x,F_S_x,F_S_x,F_S_x,1,x_x_x,x_S_x,x_S_x,x_S_R,x_S_x,2
11,31410170,2,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,2,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,F_x_R,F_x_R,F_x_R,F_x_R,F_x_R,2
12,31510087,2,F_S_x,F_S_x,x_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,F_x_R,F_x_R,F_x_R,F_x_R,F_x_R,2
13,31510074,2,F_S_x,F_S_x,F_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_x,F_x_R,F_x_R,F_x_R,F_x_R,2
14,72,2,F_S_x,F_S_x,F_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,x_S_R,0,x_x_R,x_x_R,x_S_R,x_S_R,x_S_R,0
15,31710150,2,F_S_x,F_S_R,F_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,F_x_R,F_x_R,F_x_R,F_x_R,F_x_R,2
16,31710148,2,F_S_x,F_S_x,F_S_x,x_x_x,F_S_x,0,x_x_R,F_S_R,F_S_x,F_S_R,F_S_R,0,F_x_R,F_x_R,F_x_R,F_x_R,F_x_R,2
17,31510058,2,F_S_x,F_S_x,x_x_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_R,F_S_x,F_S_x,1,x_x_x,F_x_R,F_x_R,x_x_R,F_x_R,2
18,31710046,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_R,x_x_R,x_x_R,x_x_R,x_x_R,0,x_x_R,F_x_R,F_x_R,F_x_R,F_x_R,1
19,31610075,2,F_S_x,F_S_R,F_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_R,x_x_R,x_x_x,x_x_R,x_x_R,1
20,31610135,2,F_S_x,F_S_x,F_S_x,F_S_R,F_S_R,0,F_S_x,F_S_x,F_S_x,F_S_R,F_S_x,2,F_x_R,F_x_x,F_x_R,x_x_R,F_x_R,2
21,31610001,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_R,F_S_R,F_S_R,F_S_x,F_S_R,0,F_x_R,F_x_R,F_x_R,F_x_R,F_x_R,2
22,31510156,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,F_x_x,F_x_R,F_x_R,F_x_R,F_x_R,2
23,31610025,2,F_S_x,F_S_R,F_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_R,F_x_R,F_x_R,F_x_R,F_x_R,1
24,s31610023,2,x_S_R,F_S_R,F_S_R,F_S_R,F_S_R,2,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_R,x_S_R,x_S_R,x_S_R,x_S_R,0
25,31710106,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,x_x_x,F_S_x,F_S_R,x_S_x,F_S_R,1,x_x_R,F_x_R,F_x_R,F_x_x,x_x_R,1
26,s31710125,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_R,F_S_x,F_S_R,F_S_R,F_S_R,0,x_S_x,x_x_R,x_x_R,x_x_R,x_x_R,0
27,31610097,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,1,x_x_R,x_S_x,x_S_R,x_S_x,x_S_R,1
28,314110123,2,F_S_x,x_x_x,F_S_x,F_S_x,F_S_x,0,F_S_x,F_S_x,F_S_x,F_S_x,F_S_R,1,F_x_R,F_x_R,F_x_R,F_x_R,F_x_R,2
29,31510147,2,F_S_x,F_S_R,F_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,F_x_R,x_x_x,F_x_R,F_x_R,F_x_R,2
30,s3171037,2,x_S_x,x_S_x,F_S_x,F_S_x,x_S_x,0,F_x_x,x_S_R,F_S_R,x_S_R,F_S_x,0,x_x_x,F_x_R,x_x_R,F_x_R,x_x_R,0
31,31710156,2,F_S_x,x_x_x,F_S_x,F_S_x,F_S_x,0,x_x_x,F_S_x,F_S_R,x_x_R,x_x_x,2,F_x_x,F_x_x,F_x_R,F_x_R,F_x_R,2
32,31610121,2,F_S_x,F_S_R,F_S_R,F_S_R,F_S_R,1,F_S_R,F_S_R,F_S_R,F_S_R,F_S_R,0,x_x_R,x_x_R,x_x_R,x_x_R,x_x_R,0
33,31710074,2,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,0,F_S_R,F_S_R,F_S_x,F_S_x,F_S_x,1,F_x_x,F_x_R,F_x_R,F_x_R,F_x_R,2
