,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,counts,strategy
440,2017/10/16,14:55:33,321,31710061,3,5,5,CHECK,0,0,1,2,3,1508133322,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
459,2017/10/16,16:37:59,321,S31610012,1,1,13,CHECK,0,0,1,2,3,1508139430,5,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
468,2017/10/16,16:38:16,321,S31610012,1,2,7,CHECK,0,0,1,2,3,1508139480,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
475,2017/10/16,16:38:31,321,S31610012,1,3,5,CHECK,0,0,1,2,3,1508139496,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
482,2017/10/16,16:38:44,321,S31610012,1,4,5,CHECK,0,0,1,2,3,1508139512,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
487,2017/10/16,16:38:50,321,S31610012,1,5,3,CHECK,0,0,1,2,3,1508139524,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
501,2017/10/16,16:39:26,321,S31610012,2,1,11,CHECK,0,0,1,2,3,1508139533,2,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1,15,r
510,2017/10/16,16:39:37,321,S31610012,2,2,7,CHECK,0,0,1,2,3,1508139567,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
515,2017/10/16,16:39:46,321,S31610012,2,3,3,CHECK,0,0,1,2,3,1508139578,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
520,2017/10/16,16:39:56,321,S31610012,2,4,3,CHECK,0,0,1,2,3,1508139586,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_4,15,r
525,2017/10/16,16:40:08,321,S31610012,2,5,3,CHECK,0,0,1,2,3,1508139597,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
539,2017/10/16,16:40:32,321,S31610012,3,1,9,CHECK,0,0,1,2,3,1508139610,4,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
674,2017/10/16,16:43:31,321,S31610012,3,2,113,CHECK,0,0,1,2,3,1508139633,21,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
693,2017/10/16,16:43:59,321,S31610012,3,3,15,CHECK,0,0,1,2,3,1508139812,3,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
706,2017/10/16,16:44:26,321,S31610012,3,4,9,CHECK,0,0,1,2,3,1508139840,3,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
716,2017/10/16,16:44:39,321,S31610012,3,5,7,CHECK,0,0,1,2,3,1508139866,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
723,2017/10/16,14:53:15,321,3161014,1,1,5,CHECK,0,0,1,2,3,1508133171,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
730,2017/10/16,14:53:29,321,3161014,1,2,5,CHECK,0,0,1,2,3,1508133196,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
737,2017/10/16,14:55:28,321,3161014,1,3,5,CHECK,0,0,1,2,3,1508133313,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
742,2017/10/16,14:55:48,321,3161014,1,4,3,CHECK,0,0,1,2,3,1508133329,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
747,2017/10/16,14:56:01,321,3161014,1,5,3,CHECK,0,0,1,2,3,1508133349,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
752,2017/10/16,14:56:27,321,3161014,2,1,3,CHECK,0,0,1,2,3,1508133364,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,15,F*
757,2017/10/16,14:56:41,321,3161014,2,2,3,CHECK,0,0,1,2,3,1508133388,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
762,2017/10/16,14:56:52,321,3161014,2,3,3,CHECK,0,0,1,2,3,1508133402,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
770,2017/10/16,14:57:06,321,3161014,2,4,5,CHECK,0,0,1,2,3,1508133413,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
779,2017/10/16,14:57:29,321,3161014,2,5,7,CHECK,0,0,1,2,3,1508133427,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
897,2017/10/16,15:02:12,321,3161014,3,1,101,CHECK,0,0,1,2,3,1508133451,16,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
942,2017/10/16,15:04:47,321,3161014,3,2,35,CHECK,0,0,1,2,3,1508133733,9,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
961,2017/10/16,15:05:31,321,3161014,3,3,13,CHECK,0,0,1,2,3,1508133888,5,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
971,2017/10/16,15:05:55,321,3161014,3,4,7,CHECK,0,0,1,2,3,1508133933,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
979,2017/10/16,15:06:14,321,3161014,3,5,5,CHECK,0,0,1,2,3,1508133956,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
984,2017/10/16,14:45:13,321,31610016,1,1,3,CHECK,0,0,1,2,3,1508132694,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_1,15,n
993,2017/10/16,14:45:41,321,31610016,1,2,7,CHECK,0,0,1,2,3,1508132718,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
998,2017/10/16,14:45:55,321,31610016,1,3,3,CHECK,0,0,1,2,3,1508132742,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
1005,2017/10/16,14:46:12,321,31610016,1,4,5,CHECK,0,0,1,2,3,1508132756,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
1010,2017/10/16,14:46:24,321,31610016,1,5,3,CHECK,0,0,1,2,3,1508132772,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,1_5,15,r
1020,2017/10/16,14:47:13,321,31610016,2,1,7,CHECK,0,0,1,2,3,1508132788,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1,15,F*
1027,2017/10/16,14:47:24,321,31610016,2,2,5,CHECK,0,0,1,2,3,1508132833,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
1034,2017/10/16,14:47:42,321,31610016,2,3,5,CHECK,0,0,1,2,3,1508132844,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
1041,2017/10/16,14:47:56,321,31610016,2,4,5,CHECK,0,0,1,2,3,1508132863,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
1048,2017/10/16,14:48:11,321,31610016,2,5,5,CHECK,0,0,1,2,3,1508132877,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
1081,2017/10/16,14:50:22,321,31610016,3,1,27,CHECK,0,0,1,2,3,1508132899,5,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1,15,r
1194,2017/10/16,14:53:16,321,31610016,3,2,93,CHECK,0,0,1,2,3,1508133027,19,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
1211,2017/10/16,14:54:14,321,31610016,3,3,13,CHECK,0,0,1,2,3,1508133228,3,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
1221,2017/10/16,14:54:40,321,31610016,3,4,7,CHECK,0,0,1,2,3,1508133257,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
1235,2017/10/16,14:55:22,321,31610016,3,5,11,CHECK,0,0,1,2,3,1508133283,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
1240,2017/10/16,14:46:02,321,31410196,1,1,3,CHECK,0,0,1,2,3,1508132754,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
1245,2017/10/16,14:46:09,321,31410196,1,2,3,CHECK,0,0,1,2,3,1508132763,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
1254,2017/10/16,14:46:23,321,31410196,1,3,7,CHECK,0,0,1,2,3,1508132770,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
1262,2017/10/16,14:46:42,321,31410196,1,4,5,CHECK,0,0,1,2,3,1508132784,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
1269,2017/10/16,14:46:51,321,31410196,1,5,5,CHECK,0,0,1,2,3,1508132802,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
1276,2017/10/16,14:47:11,321,31410196,2,1,5,CHECK,0,0,1,2,3,1508132814,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
1281,2017/10/16,14:47:22,321,31410196,2,2,3,CHECK,0,0,1,2,3,1508132833,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
1286,2017/10/16,14:47:33,321,31410196,2,3,3,CHECK,0,0,1,2,3,1508132843,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
1293,2017/10/16,14:47:47,321,31410196,2,4,5,CHECK,0,0,1,2,3,1508132854,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
1298,2017/10/16,14:47:59,321,31410196,2,5,3,CHECK,0,0,1,2,3,1508132868,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
1323,2017/10/16,14:49:26,321,31410196,3,1,21,CHECK,0,0,1,2,3,1508132882,3,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
1335,2017/10/16,14:50:00,321,31410196,3,2,9,CHECK,0,0,1,2,3,1508132967,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
1342,2017/10/16,14:50:13,321,31410196,3,3,5,CHECK,0,0,1,2,3,1508133001,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
1347,2017/10/16,14:50:33,321,31410196,3,4,3,CHECK,0,0,1,2,3,1508133013,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
1352,2017/10/16,14:50:44,321,31410196,3,5,3,CHECK,0,0,1,2,3,1508133033,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
1357,2017/10/16,14:51:43,321,31710135,1,1,3,CHECK,0,0,1,2,3,1508133085,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
1362,2017/10/16,14:52:15,321,31710135,1,2,3,CHECK,0,0,1,2,3,1508133108,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
1367,2017/10/16,14:52:37,321,31710135,1,3,3,CHECK,0,0,1,2,3,1508133136,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
1372,2017/10/16,14:52:52,321,31710135,1,4,3,CHECK,0,0,1,2,3,1508133158,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
1377,2017/10/16,14:53:04,321,31710135,1,5,3,CHECK,0,0,1,2,3,1508133174,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
1390,2017/10/16,14:54:05,321,31710135,2,1,11,CHECK,0,0,1,2,3,1508133188,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
1395,2017/10/16,14:54:18,321,31710135,2,2,3,CHECK,0,0,1,2,3,1508133246,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
1400,2017/10/16,14:54:33,321,31710135,2,3,3,CHECK,0,0,1,2,3,1508133259,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
1405,2017/10/16,14:54:46,321,31710135,2,4,3,CHECK,0,0,1,2,3,1508133274,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
1410,2017/10/16,14:54:59,321,31710135,2,5,3,CHECK,0,0,1,2,3,1508133287,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_5,15,n
1544,2017/10/16,15:05:40,321,31710135,3,1,111,CHECK,0,0,1,2,3,1508133303,22,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1,15,n
1549,2017/10/16,15:06:38,321,31710135,3,2,3,CHECK,0,0,1,2,3,1508133955,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
1554,2017/10/16,15:06:52,321,31710135,3,3,3,CHECK,0,0,1,2,3,1508133999,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
1559,2017/10/16,15:07:17,321,31710135,3,4,3,CHECK,0,0,1,2,3,1508134013,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
1564,2017/10/16,15:08:15,321,31710135,3,5,3,CHECK,0,0,1,2,3,1508134039,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_5,15,n
1569,2017/10/16,14:44:33,321,31410011,1,1,3,CHECK,0,0,1,2,3,1508132655,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
1576,2017/10/16,14:44:50,321,31410011,1,2,5,CHECK,0,0,1,2,3,1508132674,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_2,15,n
1581,2017/10/16,14:45:02,321,31410011,1,3,3,CHECK,0,0,1,2,3,1508132691,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_3,15,n
1586,2017/10/16,14:45:22,321,31410011,1,4,3,CHECK,0,0,1,2,3,1508132703,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_4,15,n
1591,2017/10/16,14:45:34,321,31410011,1,5,3,CHECK,0,0,1,2,3,1508132723,1,s,1,1,1,1,1,5,1,,,,,,,,,,,1_5,15,n
1596,2017/10/16,14:45:54,321,31410011,2,1,3,CHECK,0,0,1,2,3,1508132737,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
1601,2017/10/16,14:46:05,321,31410011,2,2,3,CHECK,0,0,1,2,3,1508132754,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2,15,n
1606,2017/10/16,14:46:16,321,31410011,2,3,3,CHECK,0,0,1,2,3,1508132766,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_3,15,n
1611,2017/10/16,14:46:28,321,31410011,2,4,3,CHECK,0,0,1,2,3,1508132777,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_4,15,n
1616,2017/10/16,14:46:44,321,31410011,2,5,3,CHECK,0,0,1,2,3,1508132789,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_5,15,r
1644,2017/10/16,14:47:57,321,31410011,3,1,23,CHECK,0,0,1,2,3,1508132807,4,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
1663,2017/10/16,14:48:42,321,31410011,3,2,15,CHECK,0,0,1,2,3,1508132878,3,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_2,15,s
1675,2017/10/16,14:49:25,321,31410011,3,3,9,CHECK,0,0,1,2,3,1508132923,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3,15,n
1682,2017/10/16,14:49:47,321,31410011,3,4,5,CHECK,0,0,1,2,3,1508132966,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_4,15,n
1687,2017/10/16,14:50:00,321,31410011,3,5,3,CHECK,0,0,1,2,3,1508132988,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
1692,2017/10/16,14:50:39,321,31610007,1,1,3,CHECK,0,0,1,2,3,1508133030,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,15,F*
1697,2017/10/16,14:50:51,321,31610007,1,2,3,CHECK,0,0,1,2,3,1508133040,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,15,F*
1702,2017/10/16,14:50:57,321,31610007,1,3,3,CHECK,0,0,1,2,3,1508133052,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,15,F*
1707,2017/10/16,14:51:07,321,31610007,1,4,3,CHECK,0,0,1,2,3,1508133058,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,15,F*
1712,2017/10/16,14:51:18,321,31610007,1,5,3,CHECK,0,0,1,2,3,1508133068,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,15,F*
1717,2017/10/16,14:51:31,321,31610007,2,1,3,CHECK,0,0,1,2,3,1508133080,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,15,n
1722,2017/10/16,14:51:41,321,31610007,2,2,3,CHECK,0,0,1,2,3,1508133091,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_2,15,F*
1727,2017/10/16,14:51:58,321,31610007,2,3,3,CHECK,0,0,1,2,3,1508133102,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3,15,F*
1732,2017/10/16,14:52:08,321,31610007,2,4,3,CHECK,0,0,1,2,3,1508133118,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_4,15,F*
1737,2017/10/16,14:52:17,321,31610007,2,5,3,CHECK,0,0,1,2,3,1508133129,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_5,15,F*
1775,2017/10/16,14:53:13,321,31610007,3,1,31,CHECK,0,0,1,2,3,1508133141,6,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1,15,F*
1789,2017/10/16,14:53:50,321,31610007,3,2,11,CHECK,0,0,1,2,3,1508133194,2,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2,15,n
1821,2017/10/16,14:54:37,321,31610007,3,3,25,CHECK,0,0,1,2,3,1508133230,6,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_3,15,r
1826,2017/10/16,14:54:53,321,31610007,3,4,3,CHECK,0,0,1,2,3,1508133277,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_4,15,s
1831,2017/10/16,14:55:06,321,31610007,3,5,3,CHECK,0,0,1,2,3,1508133294,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_5,15,r
1836,2017/10/16,14:45:11,321,31610079,1,1,3,CHECK,0,0,1,2,3,1508132704,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_1,10,F*
1844,2017/10/16,14:45:22,321,31610079,1,2,5,CHECK,0,0,1,2,3,1508132712,2,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_2,10,F*
1849,2017/10/16,14:45:31,321,31610079,1,3,3,CHECK,0,0,1,2,3,1508132723,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_3,10,F*
1854,2017/10/16,14:45:39,321,31610079,1,4,3,CHECK,0,0,1,2,3,1508132732,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_4,10,F*
1859,2017/10/16,14:45:48,321,31610079,1,5,3,CHECK,0,0,1,2,3,1508132739,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,1_5,10,F*
1866,2017/10/16,14:46:15,321,31610079,2,1,5,CHECK,0,0,1,2,3,1508132763,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1,10,n
